number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
53,0.4302833259105682,2025-08-24 23:03:03.122608,2025-08-24 23:18:26.837267,0 days 00:15:23.714659,20,0.00026421464809209684,uniform,5,zero,,0.00969788562248487,7918,448,,colnorm,Glorot,,tanh,0.00215001106262207,COMPLETE,0.00215001106262207
54,0.48734999299049375,2025-08-24 23:18:26.837664,2025-08-24 23:33:48.051862,0 days 00:15:21.214198,20,0.00016225253700759913,normal,5,zero,,0.0022007971940363894,6626,544,,colnorm,old,0.6825705774101046,tanh,0.011159920692443847,COMPLETE,0.011159920692443847
55,0.45379999876022337,2025-08-24 23:33:48.052753,2025-08-24 23:49:05.853617,0 days 00:15:17.800864,20,0.00015694758433850976,normal,5,zero,,0.0008580413775780669,9323,784,,colnorm,old,0.7402807350175797,tanh,0.012970805168151855,COMPLETE,0.012970805168151855
56,0.3816333293914795,2025-08-24 23:49:05.854007,2025-08-25 00:04:18.642384,0 days 00:15:12.788377,20,,normal,5,zero,,0.00022745862354698587,3156,496,,raw,old,0.695106558544144,tanh,0.012955260276794434,COMPLETE,0.012955260276794434
57,0.39561666250228883,2025-08-25 00:04:18.643134,2025-08-25 00:20:31.616138,0 days 00:16:12.973004,20,0.00019110811189152583,uniform,8,nz,0.00786583560456476,0.0022885335533799614,881,320,,colnorm,old,0.9878074961337227,tanh,0.013180851936340332,COMPLETE,0.013180851936340332
58,0.38564999103546144,2025-08-25 00:20:31.616526,2025-08-25 00:35:54.337952,0 days 00:15:22.721426,20,0.00016865432926244529,normal,5,zero,,0.11730400485325992,6480,288,,colnorm,old,0.5726788610772355,tanh,4.00543212890625e-05,COMPLETE,4.00543212890625e-05
59,0.39861666560173037,2025-08-25 00:35:54.338334,2025-08-25 00:51:18.991414,0 days 00:15:24.653080,20,0.0004981287081275331,normal,7,zero,,0.0006803598391657838,3475,560,,colnorm,old,1.9072289950276606,tanh,0.012795758247375489,COMPLETE,0.012795758247375489
60,0.25364999771118163,2025-08-25 00:51:18.991795,2025-08-25 01:07:39.637552,0 days 00:16:20.645757,20,4.252915021327271e-05,normal,7,nz,0.0008388227176052973,0.00012518921702375346,715,368,,colnorm,Glorot,,logistic,0.012964105606079102,COMPLETE,0.012964105606079102
61,0.2045999974012375,2025-08-25 01:07:39.637948,2025-08-25 01:23:48.505743,0 days 00:16:08.867795,20,,uniform,8,nz,6.458905848935747e-05,0.05762745043831119,887,48,,raw,old,0.571003249184165,logistic,0.00718841552734375,COMPLETE,0.00718841552734375
62,0.2856333315372467,2025-08-25 01:23:48.506134,2025-08-25 01:27:01.635261,0 days 00:03:13.129127,100,6.602698180452701e-07,uniform,6,zero,,0.00195789307638357,604,576,,colnorm,old,0.9746687093378759,logistic,0.013115167617797852,COMPLETE,0.013115167617797852
