number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
35,0.8883548776308695,2025-08-19 17:06:07.364482,2025-08-19 17:06:52.756965,0 days 00:00:45.392483,100,,normal,6,nz,0.0006586908044001922,0.20528060743982163,5155,864,0.5934357391163496,pca,old,0.9600449368743404,logistic,COMPLETE
36,0.8911935687065125,2025-08-19 17:06:52.757436,2025-08-19 17:10:23.452289,0 days 00:03:30.694853,20,,normal,6,nz,0.0005836725234328207,0.15744640874828159,3676,912,0.5879732703721878,pca,old,1.1955217114705288,logistic,COMPLETE
37,0.8223709662755331,2025-08-19 17:10:23.452742,2025-08-19 17:13:55.647237,0 days 00:03:32.194495,20,,normal,6,nz,3.541359774488414e-05,0.029822574994981033,3616,928,0.7172666888495179,pca,old,1.2270110218802697,logistic,COMPLETE
38,0.6548548142115275,2025-08-19 17:13:55.649757,2025-08-19 17:17:26.364126,0 days 00:03:30.714369,20,,normal,6,nz,0.0011041187051987777,0.00010584252550602167,7266,816,0.5852044047218534,pca,Glorot,,logistic,COMPLETE
39,0.8342741926511129,2025-08-19 17:17:26.365647,2025-08-19 17:20:58.002991,0 days 00:03:31.637344,20,,normal,6,nz,1.7969026489970818e-05,0.060578691816098214,3421,928,0.6562003213527287,pca,Glorot,,logistic,COMPLETE
40,0.827354888121287,2025-08-19 17:20:58.003427,2025-08-19 17:24:29.235242,0 days 00:03:31.231815,20,,normal,6,nz,5.5279753326647045e-05,0.017446928145314317,2289,464,0.7847605177804095,pca,old,1.2475511729074586,logistic,COMPLETE
41,0.8815967639287313,2025-08-19 17:24:29.236219,2025-08-19 17:27:58.615826,0 days 00:03:29.379607,20,,normal,6,nz,0.0007797305129303906,0.10898900512536643,5044,896,0.5701483473660022,pca,old,0.9613233900327308,logistic,COMPLETE
42,0.8948548833529154,2025-08-19 17:27:58.616255,2025-08-19 17:31:27.293257,0 days 00:03:28.677002,20,,normal,6,nz,0.0008270393109229542,0.17582986156558372,4979,832,0.5891638420798638,pca,old,1.1359053027756691,logistic,COMPLETE
43,0.8955000042915344,2025-08-19 17:31:27.294195,2025-08-19 17:34:57.669251,0 days 00:03:30.375056,20,,normal,6,nz,0.0011341246399560318,0.4577318103768708,4253,816,0.5632770375538482,pca,old,1.4917736537309787,logistic,COMPLETE
44,0.8598870635032654,2025-08-19 17:34:57.669718,2025-08-19 17:38:29.327528,0 days 00:03:31.657810,20,,normal,6,nz,0.002359375354181907,0.4663871815940296,7075,816,0.5171816461481588,pca,old,1.5545357555120605,logistic,COMPLETE
