number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
54,0.11375806778669358,2025-09-03 04:17:06.294741,2025-09-03 04:24:25.906828,0 days 00:07:19.612087,100,uniform,8,nz,2.172158274853957e-05,4.971380801717752e-05,489,784,old,1.570720193391757,logistic,0.013122963905334472,COMPLETE,0.013122963905334472
55,0.36274194717407227,2025-09-03 04:24:25.907279,2025-09-03 04:59:07.039642,0 days 00:34:41.132363,20,uniform,6,zero,,1.2551410088649383e-06,146,1008,old,1.3354783582374978,tanh,0.013114833831787109,COMPLETE,0.013114833831787109
56,0.859806478023529,2025-09-03 04:59:07.041102,2025-09-03 05:06:28.124343,0 days 00:07:21.083241,100,uniform,8,nz,0.001457454736002227,0.21160224376284129,194,368,Glorot,,tanh,0.0014168977737426757,COMPLETE,0.0014168977737426757
57,0.11366129368543625,2025-09-03 05:06:28.125250,2025-09-03 05:42:56.985487,0 days 00:36:28.860237,20,normal,7,nz,0.000345206216507449,1.0767903294947152e-05,3459,336,old,0.43178383268196363,logistic,0.013058924674987793,COMPLETE,0.013058924674987793
58,0.8874516606330871,2025-09-03 05:42:56.986425,2025-09-03 05:49:48.945541,0 days 00:06:51.959116,100,normal,6,zero,,0.314492368582759,402,464,Glorot,,tanh,0.0014795780181884766,COMPLETE,0.0014795780181884766
59,0.3496451795101166,2025-09-03 05:49:48.946460,2025-09-03 06:26:29.120431,0 days 00:36:40.173971,20,normal,5,nz,9.261598751419367e-05,8.30508083975526e-06,7406,752,Glorot,,tanh,0.01313345432281494,COMPLETE,0.01313345432281494
60,0.5799677848815918,2025-09-03 06:26:29.121368,2025-09-03 06:33:22.104317,0 days 00:06:52.982949,100,uniform,6,zero,,0.007050908081710695,5149,800,old,1.1831342969408847,logistic,0.01145026683807373,COMPLETE,0.01145026683807373
61,0.33859679102897644,2025-09-03 06:33:22.105250,2025-09-03 07:10:12.282592,0 days 00:36:50.177342,20,normal,6,nz,5.921401756691521e-08,3.2902411980469176e-06,315,432,old,0.537490790118223,tanh,0.013120794296264648,COMPLETE,0.013120794296264648
62,0.3576290488243103,2025-09-03 07:10:12.283358,2025-09-03 07:17:06.546446,0 days 00:06:54.263088,100,normal,5,zero,,0.00011442100841843391,306,832,old,1.2743207063277995,tanh,0.0130662202835083,COMPLETE,0.0130662202835083
63,0.7145000219345092,2025-09-03 07:17:06.546907,2025-09-03 07:24:25.466956,0 days 00:07:18.920049,100,uniform,7,nz,0.0004064835377827357,0.11607285176566381,180,160,Glorot,,tanh,0.005373191833496094,COMPLETE,0.005373191833496094
64,0.11366129368543625,2025-09-03 07:24:25.467391,2025-09-03 07:59:05.946267,0 days 00:34:40.478876,20,uniform,6,zero,,1.382661221905772e-06,682,688,Glorot,,logistic,0.01306164264678955,COMPLETE,0.01306164264678955
65,0.9072580933570862,2025-09-03 07:59:05.946696,2025-09-03 08:06:03.376509,0 days 00:06:57.429813,100,uniform,6,zero,,0.07388299612462086,5783,864,Glorot,,tanh,0.0029227495193481444,COMPLETE,0.0029227495193481444
66,0.8704516410827636,2025-09-03 08:06:03.376936,2025-09-03 08:42:45.974708,0 days 00:36:42.597772,20,uniform,6,nz,1.908237513615749e-06,0.009531024033067244,2537,176,old,0.27563829445908666,tanh,0.002908635139465332,COMPLETE,0.002908635139465332
67,0.5376774430274963,2025-09-03 08:42:45.975454,2025-09-03 08:50:09.454470,0 days 00:07:23.479016,100,uniform,8,nz,0.0003436092483606785,0.003563853576994704,2874,368,Glorot,,logistic,0.01059892177581787,COMPLETE,0.01059892177581787
68,0.5697097063064576,2025-09-03 08:50:09.455405,2025-09-03 09:26:52.454680,0 days 00:36:42.999275,20,normal,7,nz,1.4017302164881898e-08,0.0007937355347963972,4181,720,old,0.47843307409063596,tanh,0.01288301944732666,COMPLETE,0.01288301944732666
69,0.5638709664344788,2025-09-03 09:26:52.455108,2025-09-03 09:34:11.323227,0 days 00:07:18.868119,100,normal,8,nz,6.313429655245278e-05,0.0053832863402396,1641,528,old,1.8323299386798049,tanh,0.012095022201538085,COMPLETE,0.012095022201538085
70,0.36319356560707095,2025-09-03 09:34:11.323669,2025-09-03 09:41:33.779338,0 days 00:07:22.455669,100,normal,5,nz,2.859240358052314e-08,1.6731914187622226e-05,281,1024,Glorot,,tanh,0.01307661533355713,COMPLETE,0.01307661533355713
71,0.5011451840400696,2025-09-03 09:41:33.780216,2025-09-03 10:18:15.932658,0 days 00:36:42.152442,20,uniform,6,nz,1.792899246741057e-05,0.006913685110777846,169,672,old,0.49099531740265967,logistic,0.012810015678405761,COMPLETE,0.012810015678405761
72,0.34691937565803527,2025-09-03 10:18:15.933090,2025-09-03 10:52:40.647329,0 days 00:34:24.714239,20,normal,5,zero,,1.1247460343901707e-05,4428,720,old,1.9937895835839174,tanh,0.013144278526306152,COMPLETE,0.013144278526306152
73,0.31790323853492736,2025-09-03 10:52:40.648313,2025-09-03 10:59:29.683119,0 days 00:06:49.034806,100,uniform,5,zero,,1.464582346141168e-06,177,272,old,1.5722709633047176,tanh,0.01305406093597412,COMPLETE,0.01305406093597412
74,0.3135161340236664,2025-09-03 10:59:29.684067,2025-09-03 11:06:25.565119,0 days 00:06:55.881052,100,normal,5,zero,,3.14002547856668e-05,9486,272,Glorot,,tanh,0.01305992603302002,COMPLETE,0.01305992603302002
75,0.871064555644989,2025-09-03 11:06:25.565565,2025-09-03 11:40:40.219865,0 days 00:34:14.654300,20,uniform,6,zero,,0.014690104852027007,5136,736,old,0.7244111194020812,logistic,0.0032584667205810547,COMPLETE,0.0032584667205810547
