number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
36,0.11251613348722458,2025-08-24 21:36:24.825656,2025-08-24 21:42:01.937436,0 days 00:05:37.111780,100,,uniform,6,nz,0.007026571679037962,0.5761867715961069,345,480,560,336,0.9027008437002731,pca,Glorot,,logistic,0.011041116714477538,0.012972211837768555,0.01309511661529541,0.007056021690368652,COMPLETE,0.011041116714477538,0.012972211837768555,0.01309511661529541,0.007056021690368652
37,0.11251613348722458,2025-08-24 21:42:01.937759,2025-08-24 21:47:28.882194,0 days 00:05:26.944435,100,,uniform,8,zero,,0.04691042508931178,325,320,656,880,,raw,old,0.7969697448675397,logistic,0.01319116751352946,0.013066720962524415,0.01340625286102295,0.013100528717041015,COMPLETE,0.01319116751352946,0.013066720962524415,0.01340625286102295,0.013100528717041015
38,0.11251613348722458,2025-08-24 21:47:28.882501,2025-08-24 21:52:55.800768,0 days 00:05:26.918267,100,1.3392800430171726e-07,uniform,7,zero,,5.181088778462791e-05,1530,624,768,64,,colnorm,old,0.5361051597480313,logistic,0.013027119636535646,0.013083219528198242,0.013021230697631836,0.012976908683776855,COMPLETE,0.013027119636535646,0.013083219528198242,0.013021230697631836,0.012976908683776855
39,0.11251613348722458,2025-08-24 21:52:55.801065,2025-08-24 22:21:07.995380,0 days 00:28:12.194315,20,,uniform,6,nz,2.7074231357934203e-07,2.7495142582401574e-05,3457,528,320,288,,raw,old,0.9842803384827483,logistic,0.0131011962890625,0.013220262527465821,0.013056182861328125,0.013027143478393555,COMPLETE,0.0131011962890625,0.013220262527465821,0.013056182861328125,0.013027143478393555
40,0.11251613348722458,2025-08-24 22:21:07.995757,2025-08-24 22:47:56.712736,0 days 00:26:48.716979,20,,uniform,7,zero,,7.1487242727983216e-06,669,400,672,560,0.733548195301683,pca,Glorot,,logistic,0.013100377718607586,0.013168764114379884,0.013087129592895508,0.013045239448547363,COMPLETE,0.013100377718607586,0.013168764114379884,0.013087129592895508,0.013045239448547363
41,0.11251613348722458,2025-08-24 22:47:56.713096,2025-08-24 22:53:34.239148,0 days 00:05:37.526052,100,,uniform,5,nz,2.172158274853957e-05,4.971380801717752e-05,489,848,896,752,0.6078982381999125,pca,old,1.570720193391757,logistic,0.013282044728597004,0.013382029533386231,0.013181400299072266,0.013282704353332519,COMPLETE,0.013282044728597004,0.013382029533386231,0.013181400299072266,0.013282704353332519
42,0.11251613348722458,2025-08-24 22:53:34.239497,2025-08-24 22:59:01.129207,0 days 00:05:26.889710,100,,normal,6,zero,,5.05629522128911e-05,628,704,16,912,,raw,old,1.6729318569045701,logistic,0.013407262166341145,0.013390612602233887,0.013930916786193848,0.012900257110595703,COMPLETE,0.013407262166341145,0.013390612602233887,0.013930916786193848,0.012900257110595703
43,0.9579516530036927,2025-08-24 22:59:01.129506,2025-08-24 23:04:27.191029,0 days 00:05:26.061523,100,,uniform,7,zero,,0.004181806786036181,9187,128,272,528,0.5725305842963468,pca,old,0.6347679358457043,tanh,0.010181665420532227,0.00872802734375,0.010380077362060546,0.011436891555786134,COMPLETE,0.010181665420532227,0.00872802734375,0.010380077362060546,0.011436891555786134
44,0.19512903690338135,2025-08-24 23:04:27.191327,2025-08-24 23:32:48.807939,0 days 00:28:21.616612,20,,uniform,7,nz,2.560791683250174e-08,6.497661227159869e-05,996,448,944,160,0.878173217327606,pca,Glorot,,tanh,0.012949792544047036,0.012811851501464844,0.012792730331420898,0.01324479579925537,COMPLETE,0.012949792544047036,0.012811851501464844,0.012792730331420898,0.01324479579925537
45,0.94840327501297,2025-08-24 23:32:48.808838,2025-08-25 00:00:48.664605,0 days 00:27:59.855767,20,,uniform,6,nz,4.2668947270063475e-06,0.009261598751419355,1303,240,864,224,0.7526980705455009,pca,old,1.2313563468120658,tanh,0.011150185267130533,0.010296821594238281,0.012172579765319824,0.010981154441833497,COMPLETE,0.011150185267130533,0.010296821594238281,0.012172579765319824,0.010981154441833497
46,0.4881935715675354,2025-08-25 00:00:48.665357,2025-08-25 00:06:31.897548,0 days 00:05:43.232191,100,,uniform,5,nz,3.29024119804691e-08,1.2532733251536745e-06,125,224,896,592,0.9280040816529784,pca,old,1.95298129373683,tanh,0.013098033269246419,0.01315007209777832,0.012982487678527832,0.013161540031433105,COMPLETE,0.013098033269246419,0.01315007209777832,0.012982487678527832,0.013161540031433105
47,0.5413709998130798,2025-08-25 00:06:31.897868,2025-08-25 00:11:58.301964,0 days 00:05:26.404096,100,,normal,5,zero,,0.00011442100841843391,306,128,672,816,0.7013913968225263,pca,old,1.2743207063277995,tanh,0.013133001327514647,0.013114309310913086,0.013139581680297852,0.013145112991333007,COMPLETE,0.013133001327514647,0.013114309310913086,0.013139581680297852,0.013145112991333007
48,0.9491290807723999,2025-08-25 00:11:58.302255,2025-08-25 00:39:57.212914,0 days 00:27:58.910659,20,1.5213799637263695e-05,normal,7,nz,0.00010849668078145311,0.04064835377827358,383,576,496,1008,,colnorm,Glorot,,tanh,0.011730480194091798,0.011293959617614747,0.011775779724121093,0.01212170124053955,COMPLETE,0.011730480194091798,0.011293959617614747,0.011775779724121093,0.01212170124053955
