number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
39,0.09999999403953552,2025-09-02 20:36:39.016533,2025-09-02 21:03:22.398941,0 days 00:26:43.382408,20,normal,8,zero,,0.39771077034005853,3448,640,928,496,old,1.3132163224601643,tanh,,,,,COMPLETE,,,,
40,0.2665833334128062,2025-09-02 21:03:22.399777,2025-09-02 21:08:47.004296,0 days 00:05:24.604519,100,normal,8,zero,,1.5698573371230564e-06,9702,128,864,816,old,0.8219145201736515,tanh,0.013322035471598307,0.013803442319234213,0.013084610303243002,0.013078053792317709,COMPLETE,0.013322035471598307,0.013803442319234213,0.013084610303243002,0.013078053792317709
41,0.4600166579087575,2025-09-02 21:08:47.004683,2025-09-02 21:14:27.315360,0 days 00:05:40.310677,100,uniform,5,nz,0.0009110543562389147,0.10750221368169545,280,480,912,512,Glorot,,tanh,0.009808527098761665,0.008934259414672852,0.010587096214294434,0.009904225667317709,COMPLETE,0.009808527098761665,0.008934259414672852,0.010587096214294434,0.009904225667317709
42,0.22148332496484122,2025-09-02 21:14:27.316019,2025-09-02 21:20:07.949575,0 days 00:05:40.633556,100,normal,6,nz,7.320179215276121e-05,7.5614720036398e-05,395,816,336,160,Glorot,,logistic,0.013186507754855685,0.013092279434204102,0.013280312220255533,0.013186931610107422,COMPLETE,0.013186507754855685,0.013092279434204102,0.013280312220255533,0.013186931610107422
43,0.2690500020980835,2025-09-02 21:20:07.950473,2025-09-02 21:48:22.117619,0 days 00:28:14.167146,20,normal,5,nz,4.2831403318406515e-08,7.320545430414094e-05,1787,256,672,1008,old,0.5843026141208169,logistic,0.013164162635803223,0.01322638988494873,0.013168255488077799,0.013097842534383139,COMPLETE,0.013164162635803223,0.01322638988494873,0.013168255488077799,0.013097842534383139
44,0.4797833263874054,2025-09-02 21:48:22.118285,2025-09-02 21:53:43.947372,0 days 00:05:21.829087,100,uniform,5,zero,,0.3495227066565261,434,352,256,352,old,1.5931392804841342,tanh,0.0041914913389417855,0.0034846067428588867,0.0044892628987630205,0.00460060437520345,COMPLETE,0.0041914913389417855,0.0034846067428588867,0.0044892628987630205,0.00460060437520345
45,0.46113332112630206,2025-09-02 21:53:43.948655,2025-09-02 21:59:06.574040,0 days 00:05:22.625385,100,normal,6,zero,,0.04660634921932745,822,864,624,288,old,0.9152953952572318,logistic,0.009379373656378852,0.010727127393086752,0.010462562243143717,0.006948431332906087,COMPLETE,0.009379373656378852,0.010727127393086752,0.010462562243143717,0.006948431332906087
46,0.4918333093325297,2025-09-02 21:59:06.574425,2025-09-02 22:27:29.273492,0 days 00:28:22.699067,20,uniform,8,nz,3.34117930895899e-07,0.015873832288492918,3051,848,496,272,old,0.2695637448948679,tanh,0.00974199506971571,0.01037585735321045,0.010087529818216959,0.008762598037719727,COMPLETE,0.00974199506971571,0.01037585735321045,0.010087529818216959,0.008762598037719727
47,0.2401499996582667,2025-09-02 22:27:29.274128,2025-09-02 22:54:12.966189,0 days 00:26:43.692061,20,uniform,7,zero,,7.1487242727983216e-06,669,464,720,608,Glorot,,logistic,0.01313772466447618,0.013056079546610514,0.01322333017985026,0.013133764266967773,COMPLETE,0.01313772466447618,0.013056079546610514,0.01322333017985026,0.013133764266967773
48,0.2506999969482422,2025-09-02 22:54:12.967506,2025-09-02 23:21:01.355641,0 days 00:26:48.388135,20,uniform,5,zero,,2.4308960196274913e-06,126,800,512,848,Glorot,,logistic,0.013105538156297473,0.013155937194824219,0.013073921203613281,0.013086756070454916,COMPLETE,0.013105538156297473,0.013155937194824219,0.013073921203613281,0.013086756070454916
