number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
69,0.8335806528727213,2025-08-19 18:30:19.342635,2025-08-19 18:31:03.745649,0 days 00:00:44.403014,100,,uniform,6,nz,2.1829515673561285e-07,0.025965206999267684,9815,256,0.687459141512684,pca,old,0.37293297611007337,logistic,COMPLETE
70,0.876532256603241,2025-08-19 18:31:03.746084,2025-08-19 18:34:39.493741,0 days 00:03:35.747657,20,1.0502353818311653e-06,uniform,7,nz,6.388904673329113e-08,0.15582046934157825,2528,384,,colnorm,old,0.4031251794230519,tanh,COMPLETE
71,0.8898870547612509,2025-08-19 18:34:39.497770,2025-08-19 18:38:14.886044,0 days 00:03:35.388274,20,,uniform,7,nz,9.98166406326006e-08,0.07488643067663424,7972,224,0.6261599191700511,pca,old,0.5507217688989972,logistic,COMPLETE
72,0.8957902987798055,2025-08-19 18:38:14.886514,2025-08-19 18:38:59.969585,0 days 00:00:45.083071,100,,uniform,7,nz,1.057075981631937e-08,0.26676058312847095,5858,400,0.6528239242677754,pca,old,0.6066718322284794,logistic,COMPLETE
73,0.904596745967865,2025-08-19 18:38:59.969960,2025-08-19 18:39:45.355811,0 days 00:00:45.385851,100,,uniform,7,nz,1.1235356470479041e-08,0.7296548972742941,6010,384,0.6894595156083612,pca,old,0.5046337044330865,logistic,COMPLETE
74,0.8835645119349161,2025-08-19 18:39:45.356259,2025-08-19 18:40:30.584343,0 days 00:00:45.228084,100,,uniform,8,nz,1.3305108045174868e-08,0.2398481727283307,2026,464,0.7121993468449169,pca,old,0.20071112808917768,logistic,COMPLETE
75,0.8852741916974386,2025-08-19 18:40:30.584782,2025-08-19 18:41:11.163095,0 days 00:00:40.578313,100,,uniform,6,zero,,0.5802306563678334,7653,272,,raw,old,0.44262696835238846,logistic,COMPLETE
76,0.867774228254954,2025-08-19 18:41:11.163301,2025-08-19 18:41:55.849477,0 days 00:00:44.686176,100,4.9282417050561946e-08,normal,5,nz,1.228204076480425e-07,0.6747002555226225,7125,960,,colnorm,old,0.5123238390450453,tanh,COMPLETE
77,0.8587257663408915,2025-08-19 18:41:55.849901,2025-08-19 18:42:40.310565,0 days 00:00:44.460664,100,,uniform,7,nz,1.681831212942246e-08,0.38763868226709414,6885,80,0.7106458373658465,pca,old,0.5396302087001934,tanh,COMPLETE
78,0.8881128629048666,2025-08-19 18:42:40.311014,2025-08-19 18:46:12.598200,0 days 00:03:32.287186,20,,normal,7,nz,1.3966109134821843e-07,0.18332736698364893,4038,288,0.7123671926724674,pca,old,0.5333294379461541,logistic,COMPLETE
79,0.9161451458930969,2025-08-19 18:46:12.598670,2025-08-19 18:46:57.440568,0 days 00:00:44.841898,100,,uniform,6,nz,1.0087612001356137e-08,0.7637082746334181,8462,576,0.5669707656173631,pca,old,0.5542603945985864,logistic,COMPLETE
