number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
70,0.8942285537719726,2025-08-24 23:05:31.891973,2025-08-24 23:24:06.390418,0 days 00:18:34.498445,20,1.8998574299556565e-06,normal,5,nz,2.6377843786993484e-05,0.2079803493818124,3980,640,,colnorm,Glorot,,tanh,0.00021979808807373046,COMPLETE,0.00021979808807373046
71,0.871057140827179,2025-08-24 23:24:06.390776,2025-08-24 23:41:31.255051,0 days 00:17:24.864275,20,,normal,7,zero,,0.09664203736424475,1907,144,0.7301287849936867,pca,Glorot,,tanh,0.000792241096496582,COMPLETE,0.000792241096496582
72,0.8938142657279968,2025-08-24 23:41:31.255403,2025-08-24 23:45:12.258690,0 days 00:03:41.003287,100,4.207878122546038e-09,uniform,5,nz,0.00018155148692324314,0.03984443155062022,3827,832,,colnorm,old,1.8998109343399925,tanh,0.005232763290405273,COMPLETE,0.005232763290405273
73,0.6429857015609741,2025-08-24 23:45:12.258957,2025-08-24 23:48:54.225357,0 days 00:03:41.966400,100,,normal,8,nz,5.272265441403007e-06,0.00024266163128750429,188,576,,raw,Glorot,,tanh,0.013363194465637208,COMPLETE,0.013363194465637208
74,0.10000000149011612,2025-08-24 23:48:54.225683,2025-08-25 00:07:21.157000,0 days 00:18:26.931317,20,0.00022365943243466224,uniform,7,nz,0.001036660908766282,0.46613504001648925,1720,304,,colnorm,old,1.2458446602157183,tanh,,COMPLETE,
75,0.4036714196205139,2025-08-25 00:07:21.157893,2025-08-25 00:10:51.129213,0 days 00:03:29.971320,100,,uniform,6,nz,0.0017739514609055758,3.4572239646567794e-06,6448,32,0.7828921161599743,pca,Glorot,,logistic,0.014234805107116699,COMPLETE,0.014234805107116699
76,0.8607714295387268,2025-08-25 00:10:51.129480,2025-08-25 00:28:21.756812,0 days 00:17:30.627332,20,1.0830850649386334e-07,uniform,8,zero,,0.022318938788123494,1279,608,,colnorm,old,0.7851688960347685,logistic,0.010021281242370606,COMPLETE,0.010021281242370606
77,0.793571412563324,2025-08-25 00:28:21.757195,2025-08-25 00:32:04.736900,0 days 00:03:42.979705,100,,normal,7,nz,1.5551139170468825e-07,0.0039509825139392215,435,1024,0.7259795689462522,pca,old,1.7259387861118338,logistic,0.012675070762634277,COMPLETE,0.012675070762634277
78,0.8334999918937683,2025-08-25 00:32:04.737666,2025-08-25 00:35:33.315360,0 days 00:03:28.577694,100,6.862365405731616e-07,normal,7,zero,,0.005523938552884372,499,432,,colnorm,Glorot,,tanh,0.012349677085876466,COMPLETE,0.012349677085876466
79,0.7571285486221313,2025-08-25 00:35:33.315593,2025-08-25 00:39:03.749134,0 days 00:03:30.433541,100,,normal,7,zero,,0.0002997657084618961,1223,800,0.9226718983705813,pca,old,0.6444303612007551,tanh,0.013295364379882813,COMPLETE,0.013295364379882813
