number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
43,0.892014225323995,2025-09-03 09:34:02.961675,2025-09-03 10:05:48.247241,0 days 00:31:45.285566,20,uniform,7,zero,,0.004923145498705253,4723,480,304,720,old,0.5794903425577405,tanh,0.012150843938191732,0.012327313423156738,0.01189879576365153,0.012226422627766928,COMPLETE,0.012150843938191732,0.012327313423156738,0.01189879576365153,0.012226422627766928
44,0.09999999900658925,2025-09-03 10:05:48.247676,2025-09-03 10:12:28.216290,0 days 00:06:39.968614,100,uniform,8,nz,2.2335656450182206e-07,0.5946269306107674,2330,1008,912,944,old,0.5735023141625066,tanh,,,,,COMPLETE,,,,
45,0.8951999743779501,2025-09-03 10:12:28.216730,2025-09-03 10:45:48.379768,0 days 00:33:20.163038,20,normal,7,nz,4.917394496986648e-06,0.007367541034610128,6973,720,752,1024,old,0.8878838608725541,tanh,0.01154727405971951,0.010796864827473959,0.011787613232930502,0.012057344118754068,COMPLETE,0.01154727405971951,0.010796864827473959,0.011787613232930502,0.012057344118754068
46,0.8947285811106364,2025-09-03 10:45:48.380201,2025-09-03 10:52:31.330880,0 days 00:06:42.950679,100,uniform,6,nz,8.729565907368038e-08,0.01004731616674213,2917,832,1024,608,old,0.5666976757333931,tanh,0.0125376648373074,0.012662887573242188,0.012692729632059732,0.01225737730662028,COMPLETE,0.0125376648373074,0.012662887573242188,0.012692729632059732,0.01225737730662028
47,0.8962999582290649,2025-09-03 10:52:31.331703,2025-09-03 11:25:53.521236,0 days 00:33:22.189533,20,uniform,7,nz,1.0715473781896531e-07,0.009323821964797531,8340,816,560,720,Glorot,,tanh,0.010879755020141602,0.010176817576090494,0.010973374048868815,0.011489073435465494,COMPLETE,0.010879755020141602,0.010176817576090494,0.010973374048868815,0.011489073435465494
48,0.8958285252253214,2025-09-03 11:25:53.521671,2025-09-03 11:59:21.601754,0 days 00:33:28.080083,20,normal,7,nz,3.4795912616325617e-06,0.011752371492820567,8279,848,416,528,Glorot,,tanh,0.010255138079325357,0.009714802106221518,0.01035773754119873,0.010692874590555826,COMPLETE,0.010255138079325357,0.009714802106221518,0.01035773754119873,0.010692874590555826
49,0.8952856858571371,2025-09-03 11:59:21.602591,2025-09-03 12:32:52.469725,0 days 00:33:30.867134,20,uniform,7,nz,4.3273295989112633e-07,0.05346999040827171,1560,816,544,784,Glorot,,tanh,0.010421620474921333,0.00947113831837972,0.010628541310628256,0.011165181795756022,COMPLETE,0.010421620474921333,0.00947113831837972,0.010628541310628256,0.011165181795756022
50,0.8873570958773295,2025-09-03 12:32:52.470151,2025-09-03 13:06:22.102049,0 days 00:33:29.631898,20,uniform,7,nz,1.4762504540410648e-07,0.0013535278967038628,8094,768,448,736,Glorot,,tanh,0.012549479802449545,0.012327988942464193,0.01272126038869222,0.01259919007619222,COMPLETE,0.012549479802449545,0.012327988942464193,0.01272126038869222,0.01259919007619222
51,0.7748427589734396,2025-09-03 13:06:22.102784,2025-09-03 13:39:45.544306,0 days 00:33:23.441522,20,normal,7,nz,4.7087254875937086e-05,0.00017062878419096017,5404,960,224,608,Glorot,,logistic,0.012995216581556534,0.013062596321105957,0.013117154439290365,0.012805898984273275,COMPLETE,0.012995216581556534,0.013062596321105957,0.013117154439290365,0.012805898984273275
52,0.8962571422259012,2025-09-03 13:39:45.544728,2025-09-03 14:11:39.243182,0 days 00:31:53.698454,20,normal,7,zero,,0.048762527038434506,9246,800,432,560,Glorot,,tanh,0.006420691808064778,0.004996339480082194,0.006504495938618978,0.007761240005493164,COMPLETE,0.006420691808064778,0.004996339480082194,0.006504495938618978,0.007761240005493164
