number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
59,0.6631571412086487,2025-09-03 02:43:18.264830,2025-09-03 03:25:18.890064,0 days 00:42:00.625234,20,normal,5,nz,9.261598751419367e-05,8.30508083975526e-06,7406,752,Glorot,,tanh,0.01314218044281006,COMPLETE,0.01314218044281006
60,0.86198570728302,2025-09-03 03:25:18.890484,2025-09-03 03:33:18.484103,0 days 00:07:59.593619,100,uniform,6,zero,,0.007050908081710695,5149,800,old,1.1831342969408847,logistic,0.01074531078338623,COMPLETE,0.01074531078338623
61,0.6367857098579407,2025-09-03 03:33:18.485054,2025-09-03 04:14:25.485939,0 days 00:41:07.000885,20,normal,6,nz,5.921401756691521e-08,3.2902411980469176e-06,315,432,old,0.537490790118223,tanh,0.01312084197998047,COMPLETE,0.01312084197998047
62,0.6518714308738709,2025-09-03 04:14:25.486613,2025-09-03 04:22:10.150102,0 days 00:07:44.663489,100,normal,5,zero,,0.00011442100841843391,306,832,old,1.2743207063277995,tanh,0.013063931465148925,COMPLETE,0.013063931465148925
63,0.8700714230537414,2025-09-03 04:22:10.150900,2025-09-03 04:30:42.325657,0 days 00:08:32.174757,100,uniform,7,nz,0.0004064835377827357,0.11607285176566381,180,160,Glorot,,tanh,0.007208538055419922,COMPLETE,0.007208538055419922
64,0.6340714216232299,2025-09-03 04:30:42.326085,2025-09-03 05:09:51.570134,0 days 00:39:09.244049,20,uniform,6,zero,,1.382661221905772e-06,682,688,Glorot,,logistic,0.01306164264678955,COMPLETE,0.01306164264678955
65,0.8911714076995849,2025-09-03 05:09:51.570549,2025-09-03 05:17:54.235199,0 days 00:08:02.664650,100,uniform,6,zero,,0.07388299612462086,5783,864,Glorot,,tanh,0.004747271537780762,COMPLETE,0.004747271537780762
66,0.8875142812728882,2025-09-03 05:17:54.236062,2025-09-03 06:00:05.183270,0 days 00:42:10.947208,20,uniform,6,nz,1.908237513615749e-06,0.009531024033067244,2537,176,old,0.27563829445908666,tanh,0.008418798446655273,COMPLETE,0.008418798446655273
67,0.8291285634040833,2025-09-03 06:00:05.189345,2025-09-03 06:08:23.219380,0 days 00:08:18.030035,100,uniform,8,nz,0.0003436092483606785,0.003563853576994704,2874,368,Glorot,,logistic,0.00943601131439209,COMPLETE,0.00943601131439209
68,0.854714286327362,2025-09-03 06:08:23.219809,2025-09-03 06:49:58.363505,0 days 00:41:35.143696,20,normal,7,nz,1.4017302164881898e-08,0.0007937355347963972,4181,720,old,0.47843307409063596,tanh,0.01277313232421875,COMPLETE,0.01277313232421875
69,0.8505856990814209,2025-09-03 06:49:58.363935,2025-09-03 06:58:13.466971,0 days 00:08:15.103036,100,normal,8,nz,6.313429655245278e-05,0.0053832863402396,1641,528,old,1.8323299386798049,tanh,0.011674213409423827,COMPLETE,0.011674213409423827
70,0.6459571361541748,2025-09-03 06:58:13.469553,2025-09-03 07:06:35.067771,0 days 00:08:21.598218,100,normal,5,nz,2.859240358052314e-08,1.6731914187622226e-05,281,1024,Glorot,,tanh,0.01307666301727295,COMPLETE,0.01307666301727295
71,0.7876000046730042,2025-09-03 07:06:35.068540,2025-09-03 07:47:51.140497,0 days 00:41:16.071957,20,uniform,6,nz,1.792899246741057e-05,0.006913685110777846,169,672,old,0.49099531740265967,logistic,0.012570977210998535,COMPLETE,0.012570977210998535
72,0.6595142722129822,2025-09-03 07:47:51.140925,2025-09-03 08:26:35.186603,0 days 00:38:44.045678,20,normal,5,zero,,1.1247460343901707e-05,4428,720,old,1.9937895835839174,tanh,0.013149571418762208,COMPLETE,0.013149571418762208
73,0.6210285782814026,2025-09-03 08:26:35.187647,2025-09-03 08:34:21.478664,0 days 00:07:46.291017,100,uniform,5,zero,,1.464582346141168e-06,177,272,old,1.5722709633047176,tanh,0.01305406093597412,COMPLETE,0.01305406093597412
74,0.6468857049942016,2025-09-03 08:34:21.479088,2025-09-03 08:42:07.518204,0 days 00:07:46.039116,100,normal,5,zero,,3.14002547856668e-05,9486,272,Glorot,,tanh,0.012973928451538086,COMPLETE,0.012973928451538086
75,0.8784142851829528,2025-09-03 08:42:07.518967,2025-09-03 09:20:56.576555,0 days 00:38:49.057588,20,uniform,6,zero,,0.014690104852027007,5136,736,old,0.7244111194020812,logistic,0.008158588409423828,COMPLETE,0.008158588409423828
76,0.8827428460121155,2025-09-03 09:20:56.576981,2025-09-03 09:28:41.708312,0 days 00:07:45.131331,100,normal,7,zero,,0.016135003905995773,608,816,old,0.24615482133226763,tanh,0.012508773803710937,COMPLETE,0.012508773803710937
77,0.7973571300506592,2025-09-03 09:28:41.708739,2025-09-03 10:09:27.032057,0 days 00:40:45.323318,20,normal,6,nz,4.475886895022075e-05,0.003760901666790769,239,512,old,1.3150227734312128,tanh,0.012577366828918458,COMPLETE,0.012577366828918458
78,0.8826714277267456,2025-09-03 10:09:27.032485,2025-09-03 10:48:01.532107,0 days 00:38:34.499622,20,normal,6,zero,,0.413288193112604,117,192,Glorot,,tanh,0.0045672178268432615,COMPLETE,0.0045672178268432615
79,0.6417571306228638,2025-09-03 10:48:01.532526,2025-09-03 10:55:43.855769,0 days 00:07:42.323243,100,uniform,6,zero,,4.666393429270872e-05,2044,608,Glorot,,logistic,0.013052701950073242,COMPLETE,0.013052701950073242
80,0.6010714113712311,2025-09-03 10:55:43.856190,2025-09-03 11:34:27.239030,0 days 00:38:43.382840,20,normal,7,zero,,1.4858133199918598e-05,104,704,Glorot,,logistic,0.013068795204162598,COMPLETE,0.013068795204162598
81,0.6970142841339111,2025-09-03 11:34:27.239774,2025-09-03 11:42:40.960213,0 days 00:08:13.720439,100,uniform,7,nz,0.0010917302197331533,4.567042683767289e-05,2753,1024,Glorot,,tanh,0.013042449951171875,COMPLETE,0.013042449951171875
82,0.8300285577774048,2025-09-03 11:42:40.960646,2025-09-03 12:23:45.082279,0 days 00:41:04.121633,20,normal,6,nz,3.4742302962506327e-06,0.002421213170551697,551,992,old,0.9342401610196729,tanh,0.012884306907653808,COMPLETE,0.012884306907653808
83,0.7937999963760376,2025-09-03 12:23:45.083128,2025-09-03 12:32:07.969013,0 days 00:08:22.885885,100,uniform,6,nz,3.4195612894237447e-06,0.0006660670168108011,1054,912,old,1.2910307012265347,tanh,0.012995266914367675,COMPLETE,0.012995266914367675
84,0.6230142831802368,2025-09-03 12:32:07.969441,2025-09-03 13:11:00.851185,0 days 00:38:52.881744,20,uniform,8,zero,,2.9943331035742903e-05,2081,608,Glorot,,logistic,0.013137340545654297,COMPLETE,0.013137340545654297
85,0.6499285578727723,2025-09-03 13:11:00.851609,2025-09-03 13:19:10.453339,0 days 00:08:09.601730,100,normal,7,nz,0.0009664203736424487,0.0012275073218105353,137,208,old,0.4364618986912914,tanh,0.01306324005126953,COMPLETE,0.01306324005126953
86,0.616957139968872,2025-09-03 13:19:10.453783,2025-09-03 14:00:05.518931,0 days 00:40:55.065148,20,normal,5,nz,7.176529559961988e-07,0.0010888556841503908,161,160,Glorot,,tanh,0.012746739387512206,COMPLETE,0.012746739387512206
87,0.8466857075691223,2025-09-03 14:00:05.519786,2025-09-03 14:41:44.930723,0 days 00:41:39.410937,20,normal,7,nz,0.0013027462719847785,0.00402905642351582,1771,848,old,0.5066073383181098,logistic,0.011737370491027832,COMPLETE,0.011737370491027832
88,0.7368714332580566,2025-09-03 14:41:44.931691,2025-09-03 14:49:23.972304,0 days 00:07:39.040613,100,normal,7,zero,,0.000527226544140301,490,784,Glorot,,tanh,0.013021469116210938,COMPLETE,0.013021469116210938
89,0.8242999911308289,2025-09-03 14:49:23.972735,2025-09-03 14:57:41.666780,0 days 00:08:17.694045,100,normal,7,nz,4.927914403984057e-07,0.005114294799933329,2580,240,old,1.900553525203199,logistic,0.006840801239013672,COMPLETE,0.006840801239013672
90,0.6622142672538758,2025-09-03 14:57:41.667212,2025-09-03 15:36:51.131293,0 days 00:39:09.464081,20,normal,8,zero,,7.524656786929193e-06,4537,960,Glorot,,tanh,0.013116741180419922,COMPLETE,0.013116741180419922
91,0.8142285585403443,2025-09-03 15:36:51.132021,2025-09-03 15:45:11.300898,0 days 00:08:20.168877,100,uniform,8,nz,1.2366828847884485e-05,0.003199994318455447,243,816,old,0.8103987701683892,tanh,0.013037443161010742,COMPLETE,0.013037443161010742
92,0.8864571213722229,2025-09-03 15:45:11.301326,2025-09-03 15:53:22.710303,0 days 00:08:11.408977,100,normal,6,nz,1.02018999504668e-08,0.01739104575970968,7977,272,old,0.4062792499771365,tanh,0.004386734962463379,COMPLETE,0.004386734962463379
93,0.6386857151985168,2025-09-03 15:53:22.713400,2025-09-03 16:01:11.052422,0 days 00:07:48.339022,100,uniform,6,zero,,3.8119316753755817e-06,1910,672,old,0.23483470721403713,tanh,0.01304318904876709,COMPLETE,0.01304318904876709
94,0.8807857036590576,2025-09-03 16:01:11.052856,2025-09-03 16:42:10.020945,0 days 00:40:58.968089,20,uniform,7,nz,4.816686828617448e-07,0.03330887626095184,895,384,Glorot,,tanh,0.008994626998901366,COMPLETE,0.008994626998901366
95,0.7607856869697571,2025-09-03 16:42:10.021394,2025-09-03 16:49:57.315333,0 days 00:07:47.293939,100,normal,8,zero,,0.0002997657084618961,1223,816,old,0.6444303612007551,tanh,0.013070821762084961,COMPLETE,0.013070821762084961
96,0.7029571294784546,2025-09-03 16:49:57.315762,2025-09-03 16:57:42.385762,0 days 00:07:45.070000,100,normal,8,zero,,0.00011333293684010681,2494,480,old,1.4060152735110083,tanh,0.013108539581298827,COMPLETE,0.013108539581298827
97,0.6526285648345947,2025-09-03 16:57:42.386176,2025-09-03 17:05:57.734955,0 days 00:08:15.348779,100,normal,6,zero,,0.0004082968492166491,243,640,old,0.7659148680723962,logistic,0.013098978996276855,COMPLETE,0.013098978996276855
98,0.6515857100486755,2025-09-03 17:05:57.735367,2025-09-03 17:47:06.539082,0 days 00:41:08.803715,20,uniform,7,nz,3.179195841092528e-07,1.1493145431478937e-06,582,928,old,1.418800479316152,tanh,0.013102984428405762,COMPLETE,0.013102984428405762
99,0.648885703086853,2025-09-03 17:47:06.539874,2025-09-03 17:54:48.847934,0 days 00:07:42.308060,100,uniform,6,zero,,5.420115942374636e-05,3098,736,old,1.2675963941982775,logistic,0.013045859336853028,COMPLETE,0.013045859336853028
100,0.6732571363449097,2025-09-03 17:54:48.848352,2025-09-03 18:33:42.473914,0 days 00:38:53.625562,20,normal,8,zero,,0.00013698275185491097,447,768,Glorot,,tanh,0.013113665580749511,COMPLETE,0.013113665580749511
101,0.8714142799377441,2025-09-03 18:33:42.474665,2025-09-03 19:14:59.497719,0 days 00:41:17.023054,20,uniform,7,nz,0.0013339363451747054,0.232732958898802,5221,560,old,1.6956026258498504,logistic,0.03394408226013183,COMPLETE,0.03394408226013183
