number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
42,0.5378548701604208,2025-08-19 18:12:00.191459,2025-08-19 18:12:43.197011,0 days 00:00:43.005552,100,9.32669316947043e-09,normal,8,nz,4.213904226242799e-05,0.7298961497644888,6335,576,,colnorm,Glorot,,logistic,COMPLETE
43,0.3972257475058238,2025-08-19 18:12:43.197215,2025-08-19 18:13:26.157314,0 days 00:00:42.960099,100,2.1469922023889785e-08,normal,8,nz,3.167941177605365e-05,0.040863448678803475,5845,784,,colnorm,Glorot,,logistic,COMPLETE
44,0.27580644687016803,2025-08-19 18:13:26.157695,2025-08-19 18:16:52.749539,0 days 00:03:26.591844,20,2.1196448308670235e-08,normal,7,nz,4.254024892228794e-05,0.5047849096719258,2895,672,,colnorm,Glorot,,tanh,COMPLETE
45,0.38280641039212543,2025-08-19 18:16:52.749938,2025-08-19 18:20:17.698350,0 days 00:03:24.948412,20,1.349789420073936e-08,uniform,7,nz,9.11922219046884e-05,0.009425612739556562,3684,720,,colnorm,Glorot,,logistic,COMPLETE
46,0.5425806641578674,2025-08-19 18:20:17.700650,2025-08-19 18:21:00.825914,0 days 00:00:43.125264,100,1.763768422912227e-08,uniform,8,nz,1.5663309355728777e-05,0.7296922352064525,1966,464,,colnorm,Glorot,,logistic,COMPLETE
47,0.379580557346344,2025-08-19 18:21:00.826310,2025-08-19 18:21:42.651124,0 days 00:00:41.824814,100,3.6687685716216636e-08,uniform,8,nz,7.189073320212852e-06,0.022961205708238033,3895,16,,colnorm,Glorot,,logistic,COMPLETE
48,0.5504677097002665,2025-08-19 18:21:42.651335,2025-08-19 18:24:56.236242,0 days 00:03:13.584907,20,2.052620655268261e-08,normal,7,zero,,0.6024352494629263,818,560,,colnorm,old,1.5621244367650708,logistic,COMPLETE
49,0.4117418626944224,2025-08-19 18:24:56.238941,2025-08-19 18:25:39.616698,0 days 00:00:43.377757,100,7.24783783970862e-08,uniform,8,nz,0.0006303212361990523,0.21862399212146072,670,688,,colnorm,Glorot,,logistic,COMPLETE
50,0.2919193108876546,2025-08-19 18:25:39.616905,2025-08-19 18:29:02.865557,0 days 00:03:23.248652,20,,normal,8,nz,2.0822585063576385e-06,0.588696429691823,5756,384,0.8659035609522637,pca,Glorot,,tanh,COMPLETE
51,0.5621128678321838,2025-08-19 18:29:02.865960,2025-08-19 18:32:20.808743,0 days 00:03:17.942783,20,1.321833145526095e-08,normal,7,zero,,0.3856788327519281,1179,752,,colnorm,old,1.6258299505421456,logistic,COMPLETE
52,0.3831935226917267,2025-08-19 18:32:20.809138,2025-08-19 18:35:39.386070,0 days 00:03:18.576932,20,1.2777747989383666e-08,normal,7,zero,,0.02506197769481175,1387,960,,colnorm,old,1.741243848837824,logistic,COMPLETE
53,0.5399677952130636,2025-08-19 18:35:39.388439,2025-08-19 18:39:09.802317,0 days 00:03:30.413878,20,1.0459227161434093e-08,uniform,8,nz,1.2156435579712424e-05,0.5068366583053251,4548,496,,colnorm,Glorot,,logistic,COMPLETE
54,0.5544678171475729,2025-08-19 18:39:09.802721,2025-08-19 18:42:36.396027,0 days 00:03:26.593306,20,1.4785655103352006e-08,normal,7,nz,3.760813169942207e-06,0.40839203968746374,739,688,,colnorm,old,1.7354305814889393,logistic,COMPLETE
55,0.4062580366929372,2025-08-19 18:42:36.396448,2025-08-19 18:45:50.493712,0 days 00:03:14.097264,20,5.526569043193229e-08,uniform,7,zero,,0.1851585426356173,436,480,,colnorm,old,1.7138049045971806,logistic,COMPLETE
56,0.3710645039876302,2025-08-19 18:45:50.494115,2025-08-19 18:49:18.025365,0 days 00:03:27.531250,20,1.5893765711126618e-08,normal,7,nz,8.703388149411612e-07,0.023763206612805763,356,400,,colnorm,old,1.7253525472934108,logistic,COMPLETE
