number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
36,0.995410144329071,2025-08-19 18:14:47.931432,2025-08-19 18:15:23.207225,0 days 00:00:35.275793,100,3.076339384058849e-07,uniform,6,nz,0.006241616298296223,0.14862203795071754,1900,560,,colnorm,Glorot,,logistic,COMPLETE
37,0.9997461040814718,2025-08-19 18:15:23.207637,2025-08-19 18:17:59.630059,0 days 00:02:36.422422,20,,uniform,8,zero,,0.4530366097949883,2986,608,0.9166773628289789,pca,Glorot,,logistic,COMPLETE
38,0.994238277276357,2025-08-19 18:17:59.630514,2025-08-19 18:18:31.236807,0 days 00:00:31.606293,100,,uniform,5,zero,,0.1177369505998561,7372,768,,raw,Glorot,,logistic,COMPLETE
39,0.6898046533266703,2025-08-19 18:18:31.237211,2025-08-19 18:21:15.747764,0 days 00:02:44.510553,20,,uniform,6,nz,6.234169094019996e-07,8.74431829675753e-06,191,688,0.8451855703385602,pca,Glorot,,logistic,COMPLETE
40,0.9994140863418579,2025-08-19 18:21:15.748202,2025-08-19 18:21:48.617462,0 days 00:00:32.869260,100,,uniform,5,zero,,0.009563402125015207,1476,480,0.7793846915777563,pca,Glorot,,tanh,COMPLETE
41,0.9999414086341858,2025-08-19 18:21:48.617867,2025-08-19 18:22:21.473014,0 days 00:00:32.855147,100,,uniform,6,zero,,0.5148418266683445,5255,688,0.8927849055297767,pca,Glorot,,logistic,COMPLETE
42,0.9999804695447286,2025-08-19 18:22:21.473213,2025-08-19 18:22:53.755379,0 days 00:00:32.282166,100,,uniform,6,zero,,0.24484656542573863,6540,688,0.8737468320430826,pca,Glorot,,logistic,COMPLETE
43,0.999414066473643,2025-08-19 18:22:53.755746,2025-08-19 18:23:26.296103,0 days 00:00:32.540357,100,,uniform,6,zero,,0.02787746579696971,3740,784,0.8199514756453914,pca,Glorot,,logistic,COMPLETE
44,0.9983789324760437,2025-08-19 18:23:26.296562,2025-08-19 18:26:03.587966,0 days 00:02:37.291404,20,,uniform,6,zero,,0.9999399638539118,9933,720,0.9393193187071607,pca,Glorot,,logistic,COMPLETE
45,0.9999609390894572,2025-08-19 18:26:03.588419,2025-08-19 18:26:36.095097,0 days 00:00:32.506678,100,,uniform,8,zero,,0.1988247076157853,7168,864,0.8736734442641171,pca,Glorot,,logistic,COMPLETE
46,0.9972265958786011,2025-08-19 18:26:36.095533,2025-08-19 18:27:07.681382,0 days 00:00:31.585849,100,,uniform,6,zero,,0.5719908594535277,2589,528,,raw,Glorot,,tanh,COMPLETE
47,0.9999609390894572,2025-08-19 18:27:07.681562,2025-08-19 18:29:52.939962,0 days 00:02:45.258400,20,,uniform,6,nz,9.022381722276517e-07,0.0854818949947715,7635,384,0.7210339620054539,pca,Glorot,,logistic,COMPLETE
48,0.9997656345367432,2025-08-19 18:29:52.940423,2025-08-19 18:30:25.948914,0 days 00:00:33.008491,100,,uniform,7,zero,,0.2505339324554212,3800,944,0.8138395921713717,pca,old,1.9140799972676783,logistic,COMPLETE
49,0.9988672137260437,2025-08-19 18:30:25.949366,2025-08-19 18:30:58.787278,0 days 00:00:32.837912,100,1.2693871687326153e-05,normal,6,zero,,0.04897114799211413,5387,736,,colnorm,Glorot,,logistic,COMPLETE
50,0.7257226506868998,2025-08-19 18:30:58.787471,2025-08-19 18:31:33.555828,0 days 00:00:34.768357,100,,normal,6,zero,,0.0005391317958511337,308,592,0.8614558412968565,pca,old,0.547734345707822,tanh,COMPLETE
51,0.9998632868131002,2025-08-19 18:31:33.556235,2025-08-19 18:32:06.484840,0 days 00:00:32.928605,100,,uniform,6,zero,,0.10853872496328096,6233,688,0.9192481727682006,pca,Glorot,,logistic,COMPLETE
52,0.9999609390894572,2025-08-19 18:32:06.485292,2025-08-19 18:32:38.846751,0 days 00:00:32.361459,100,,uniform,6,zero,,0.5776325139476579,4235,656,0.8258899021709829,pca,Glorot,,logistic,COMPLETE
53,0.999511738618215,2025-08-19 18:32:38.846941,2025-08-19 18:33:11.212261,0 days 00:00:32.365320,100,,uniform,6,zero,,0.22564245278303793,5278,784,0.5916127249694672,pca,Glorot,,logistic,COMPLETE
54,0.9999804695447286,2025-08-19 18:33:11.212675,2025-08-19 18:33:43.961322,0 days 00:00:32.748647,100,,uniform,6,zero,,0.4325022225051157,3343,896,0.7589945510316634,pca,Glorot,,logistic,COMPLETE
55,0.9997265736262003,2025-08-19 18:33:43.961521,2025-08-19 18:34:16.540162,0 days 00:00:32.578641,100,,uniform,6,zero,,0.9453868172838278,1836,992,0.7479379776063688,pca,old,0.3232863711017335,logistic,COMPLETE
56,0.9998828172683716,2025-08-19 18:34:16.540422,2025-08-19 18:34:49.295633,0 days 00:00:32.755211,100,,normal,7,zero,,0.07433293674750349,3421,880,0.7676033976154738,pca,Glorot,,logistic,COMPLETE
57,0.9991797010103861,2025-08-19 18:34:49.295971,2025-08-19 18:35:22.725982,0 days 00:00:33.430011,100,,normal,6,zero,,0.15438745209258817,1116,912,0.9950055047698585,pca,old,1.333009329868915,logistic,COMPLETE
58,0.9918945630391439,2025-08-19 18:35:22.726411,2025-08-19 18:37:58.639399,0 days 00:02:35.912988,20,,uniform,5,zero,,0.030945145460679457,8398,816,,raw,old,0.4006076337911151,tanh,COMPLETE
59,0.9998828172683716,2025-08-19 18:37:58.639843,2025-08-19 18:38:31.312832,0 days 00:00:32.672989,100,,normal,8,zero,,0.5022315082906738,2135,976,0.7008364264453916,pca,Glorot,,logistic,COMPLETE
60,0.9998242259025574,2025-08-19 18:38:31.313038,2025-08-19 18:39:05.704353,0 days 00:00:34.391315,100,,normal,6,nz,0.00045395382754408566,0.05838860504905093,2734,736,0.7987827562035886,pca,old,0.5952305247007135,logistic,COMPLETE
61,0.9999804695447286,2025-08-19 18:39:05.704725,2025-08-19 18:39:38.789627,0 days 00:00:33.084902,100,,uniform,6,zero,,0.3303542325404853,4770,688,0.8785568830323808,pca,Glorot,,logistic,COMPLETE
62,0.999902347723643,2025-08-19 18:39:38.790073,2025-08-19 18:40:11.831905,0 days 00:00:33.041832,100,,uniform,6,zero,,0.24507012417143398,4330,896,0.8683487270385977,pca,Glorot,,logistic,COMPLETE
63,0.9999218781789144,2025-08-19 18:40:11.832095,2025-08-19 18:40:44.780201,0 days 00:00:32.948106,100,,uniform,6,zero,,0.6980357389664527,7014,848,0.8301872201699221,pca,Glorot,,logistic,COMPLETE
64,0.9999609390894572,2025-08-19 18:40:44.780639,2025-08-19 18:41:17.785279,0 days 00:00:33.004640,100,,uniform,6,zero,,0.3262992491508508,3294,1024,0.7616816068288774,pca,Glorot,,logistic,COMPLETE
65,0.9996289213498434,2025-08-19 18:41:17.785463,2025-08-19 18:41:50.420710,0 days 00:00:32.635247,100,,uniform,6,zero,,0.11297370498652487,4972,800,0.9552580202673516,pca,Glorot,,logistic,COMPLETE
66,0.9964257876078287,2025-08-19 18:41:50.421159,2025-08-19 18:42:22.958031,0 days 00:00:32.536872,100,2.0773602380335968e-08,uniform,6,zero,,0.017213522896986,6191,720,,colnorm,Glorot,,logistic,COMPLETE
67,0.9999804695447286,2025-08-19 18:42:22.958299,2025-08-19 18:42:56.117092,0 days 00:00:33.158793,100,,normal,6,zero,,0.44520294259128207,8453,832,0.8459905023496596,pca,old,0.8857953545498602,logistic,COMPLETE
68,0.9998828172683716,2025-08-19 18:42:56.117446,2025-08-19 18:43:29.024337,0 days 00:00:32.906891,100,,uniform,6,zero,,0.18821025897067398,3928,640,0.9208010457052346,pca,Glorot,,logistic,COMPLETE
69,0.9999804695447286,2025-08-19 18:43:29.024780,2025-08-19 18:44:01.243723,0 days 00:00:32.218943,100,,normal,7,zero,,0.09791008874156225,6453,752,0.7984597487083389,pca,old,0.8788920294996229,logistic,COMPLETE
70,0.8813091317812601,2025-08-19 18:44:01.244223,2025-08-19 18:44:32.104920,0 days 00:00:30.860697,100,,uniform,6,zero,,0.04323541079930144,4651,544,,raw,Glorot,,logistic,COMPLETE
71,0.9999804695447286,2025-08-19 18:44:32.105111,2025-08-19 18:45:07.981766,0 days 00:00:35.876655,100,,normal,6,zero,,0.32981511072277836,8380,832,0.8446244566275518,pca,old,0.8682966802389183,logistic,COMPLETE
72,0.9999804695447286,2025-08-19 18:45:07.982207,2025-08-19 18:45:40.808792,0 days 00:00:32.826585,100,,normal,6,zero,,0.43987291713582316,8588,928,0.8853280189081505,pca,old,0.6272569124596976,logistic,COMPLETE
73,0.9999804695447286,2025-08-19 18:45:40.808991,2025-08-19 18:46:13.815795,0 days 00:00:33.006804,100,,normal,6,zero,,0.7460804891282229,7519,864,0.8631401932252172,pca,old,1.1192751293240109,logistic,COMPLETE
74,0.9999414086341858,2025-08-19 18:46:13.816059,2025-08-19 18:46:46.434631,0 days 00:00:32.618572,100,,normal,6,zero,,0.1686456854217461,3369,768,0.8346312487725887,pca,old,0.37251401579322124,logistic,COMPLETE
75,1.0,2025-08-19 18:46:46.434972,2025-08-19 18:47:19.142538,0 days 00:00:32.707566,100,,normal,6,zero,,0.41344367683986555,2452,672,0.9079134625868059,pca,old,0.8448801338877412,logistic,COMPLETE
76,0.9980859557787577,2025-08-19 18:47:19.142955,2025-08-19 18:47:54.162992,0 days 00:00:35.020037,100,,normal,8,nz,7.437413501220389e-08,0.24894971322410867,2427,672,0.9340892197622415,pca,old,1.2771000153806649,tanh,COMPLETE
77,0.672246257464091,2025-08-19 18:47:54.163205,2025-08-19 18:50:29.283776,0 days 00:02:35.120571,20,,uniform,5,zero,,4.3362395298097514e-06,2840,240,0.9048736122136429,pca,Glorot,,logistic,COMPLETE
78,0.6913866599400839,2025-08-19 18:50:29.284216,2025-08-19 18:51:02.398641,0 days 00:00:33.114425,100,0.0007507728744097975,uniform,6,zero,,9.753128429443325e-05,728,624,,colnorm,Glorot,,logistic,COMPLETE
79,0.9999804695447286,2025-08-19 18:51:02.399073,2025-08-19 18:51:35.020579,0 days 00:00:32.621506,100,,normal,6,zero,,0.1424148095335102,2055,704,0.7157409738053603,pca,old,0.6209733728751106,logistic,COMPLETE
