number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
39,0.9677580952644348,2025-08-24 19:57:19.062447,2025-08-24 20:25:05.027753,0 days 00:27:45.965306,20,1.3051174578395422e-07,uniform,5,nz,2.7906751996508073e-05,0.07309335817414236,7432,368,976,112,,colnorm,Glorot,,tanh,0.006029001871744791,0.003369307518005371,0.010701203346252441,0.004016494750976563,COMPLETE,0.006029001871744791,0.003369307518005371,0.010701203346252441,0.004016494750976563
40,0.9556774616241455,2025-08-24 20:25:05.028137,2025-08-24 20:52:55.100459,0 days 00:27:50.072322,20,,uniform,5,nz,0.0001435906810153775,0.0062818507956493765,3078,400,976,112,0.6961091950019216,pca,Glorot,,tanh,0.010341850916544597,0.01093275547027588,0.012135958671569825,0.007956838607788086,COMPLETE,0.010341850916544597,0.01093275547027588,0.012135958671569825,0.007956838607788086
41,0.9512742400169373,2025-08-24 20:52:55.100810,2025-08-24 21:20:57.033709,0 days 00:28:01.932899,20,9.82549194469334e-08,uniform,5,nz,1.8005929345337195e-05,0.37362159094170744,2142,144,944,160,,colnorm,old,0.5224294837331148,logistic,0.0018168369928995766,-5.6123733520507814e-05,0.004889988899230957,0.0006166458129882813,COMPLETE,0.0018168369928995766,-5.6123733520507814e-05,0.004889988899230957,0.0006166458129882813
42,0.09835484176874161,2025-08-24 21:20:57.034551,2025-08-24 21:48:38.653447,0 days 00:27:41.618896,20,1.5708914555106974e-07,uniform,5,nz,2.4006990605485122e-05,0.30060413722548684,8499,224,1008,384,,colnorm,Glorot,,tanh,,,,,COMPLETE,,,,
43,0.9571452021598816,2025-08-24 21:48:38.653827,2025-08-24 21:54:17.332078,0 days 00:05:38.678251,100,1.275008605505345e-07,uniform,5,nz,9.073223627557615e-06,0.021393046437236968,9325,512,992,144,,colnorm,Glorot,,tanh,0.009533158938090007,0.009861993789672851,0.011750102043151855,0.006987380981445313,COMPLETE,0.009533158938090007,0.009861993789672851,0.011750102043151855,0.006987380981445313
44,0.9405484437942505,2025-08-24 21:54:17.332404,2025-08-24 22:22:59.123908,0 days 00:28:41.791504,20,2.536316223887499e-07,uniform,5,nz,1.9581867341988956e-05,0.22264870533106101,3655,400,864,32,,colnorm,old,1.5279753901939626,tanh,0.00020485719045003253,0.000341796875,0.0005518674850463867,-0.00027909278869628904,COMPLETE,0.00020485719045003253,0.000341796875,0.0005518674850463867,-0.00027909278869628904
45,0.9612419724464416,2025-08-24 22:22:59.124282,2025-08-24 22:55:47.956725,0 days 00:32:48.832443,20,1.0573457298412635e-07,uniform,5,nz,7.896274540612561e-06,0.13323911714911926,7115,592,800,112,,colnorm,Glorot,,logistic,0.002395009994506836,0.001614832878112793,0.005603337287902832,-3.314018249511719e-05,COMPLETE,0.002395009994506836,0.001614832878112793,0.005603337287902832,-3.314018249511719e-05
46,0.9551452040672302,2025-08-24 22:55:47.957106,2025-08-24 23:23:31.085362,0 days 00:27:43.128256,20,1.427582772472687e-06,normal,5,nz,0.00012729239270607004,0.0056554076352870325,8310,688,960,224,,colnorm,Glorot,,tanh,0.010661379496256508,0.010873842239379882,0.011875772476196289,0.00923452377319336,COMPLETE,0.010661379496256508,0.010873842239379882,0.011875772476196289,0.00923452377319336
47,0.9420645713806153,2025-08-24 23:23:31.085729,2025-08-24 23:51:13.894465,0 days 00:27:42.808736,20,4.9978722159409646e-05,uniform,6,nz,1.1896514740445149e-05,0.0024103138753686967,8970,432,1008,48,,colnorm,Glorot,,tanh,0.009483925501505534,0.011109566688537598,0.012443208694458007,0.0048990011215209964,COMPLETE,0.009483925501505534,0.011109566688537598,0.012443208694458007,0.0048990011215209964
48,0.3019677519798279,2025-08-24 23:51:13.894844,2025-08-25 00:17:31.261248,0 days 00:26:17.366404,20,,uniform,5,zero,,0.001765333439984311,1842,208,1008,288,,raw,old,0.7018644030945391,tanh,0.013058225313822428,0.013066649436950684,0.013043212890625,0.013064813613891602,COMPLETE,0.013058225313822428,0.013066649436950684,0.013043212890625,0.013064813613891602
49,0.9560000419616699,2025-08-25 00:17:31.262201,2025-08-25 00:45:06.787999,0 days 00:27:35.525798,20,4.809777314996107e-08,uniform,5,nz,1.72263591975986e-05,0.010746605375016335,8252,576,1024,32,,colnorm,Glorot,,tanh,0.008617377281188965,0.01047060489654541,0.012029743194580078,0.003351783752441406,COMPLETE,0.008617377281188965,0.01047060489654541,0.012029743194580078,0.003351783752441406
50,0.9673709988594055,2025-08-25 00:45:06.788376,2025-08-25 01:11:27.412336,0 days 00:26:20.623960,20,8.625296733890134e-07,uniform,7,zero,,0.08380879266328752,2423,384,896,512,,colnorm,old,1.4112929383028705,tanh,0.009477965037027995,0.006103825569152832,0.011267924308776855,0.011062145233154297,COMPLETE,0.009477965037027995,0.006103825569152832,0.011267924308776855,0.011062145233154297
51,0.09835484176874161,2025-08-25 01:11:27.413142,2025-08-25 01:38:08.461579,0 days 00:26:41.048437,20,9.86303741531882e-07,uniform,7,zero,,0.6437238295341514,3156,80,896,496,,colnorm,old,1.428195247099614,tanh,,,,,COMPLETE,,,,
